A_NUMBER,SOURCE_ID,GRADE,PLACE_NAME,PLAIN_DUTCH_WHAT_IS_IT,PRIORITY_PERSONS,PERSON_WAS_PHYSICALLY_HERE,LINK_TYPE,WHAT_HAPPENED_HERE_EXACTLY,EXACT_SUBPLACE_MARK_SHOULD_SEEK,WHY_MARK_WOULD_CARE,ORIGINAL_A_OR_A_PLUS_REASON,ORIGINAL_PROVENANCE_FILES_OR_COMMENTS,EVIDENCE_STRENGTH,CONTEMPLATIVE_DWELL_RECOMMENDATION,PRESENTATION_WARNING
A052,VNS-01,A+,Manikarnika Ghat,"Varanasi's belangrijkste crematieghat, een van de meest intense heilige plekken van de stad.","Geen direct gedocumenteerde Mark-prioriteitspersoon; mogelijk (bronafhankelijk) dezelfde Ramakrishna-Trailanga Swami-episode als A045/A046 (zie onzekerheid daar).",UNKNOWN,"TRADITION_CLAIM; INDIRECT_CONTEXT","Mythologisch: Vishnu's discus zou hier de tank hebben gegraven, Shiva's oorbel (manikarnika) viel hier tijdens een kosmische dans. Mogelijk (niet zeker) de exacte plek van de Ramakrishna-Trailanga Swami-ontmoeting (zie A045).","De ghat zelf, met open, ongestructureerde aanwezigheid als het doel.","Mark's eigen woorden: 'deep experiential/spiritual anchor'; bewust open einde, geen strak vertrekdoel — dit is een aanwezigheids-plek, geen bezienswaardigheid.","Reeds lang bestaand A+-anker; VARANASI_MANIKARNIKA_OPEN_END_DWELL_LOCK_2026-08-27.md legt het open-einde dwell-principe vast.","runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/VARANASI_MANIKARNIKA_OPEN_END_DWELL_LOCK_2026-08-27.md; DECISION_LEDGER DL-0028; PROTECTED_CANON_BASELINE.csv id 003.","Mythologie algemeen bekend; persoonslink met Ramakrishna/Trailanga gedeeld met en even onzeker als bij A045-046.","Reeds 3+ uur open-einde gepland (15:15-18:30) — dit is precies juist voor dit soort plek en moet zo blijven.","LAAG: de huidige presentatie ('deep experiential/spiritual anchor') is eigenlijk al eerlijk en gepast — dit is een van de weinige plekken waar het ontbreken van een naam-persoon-claim GEEN tekortkoming is, want de intrinsieke kracht van de plek zelf is expliciet een geldige eigen reden (PROJECT.md 'krachtveld'-principe)."
A053,VNS-04,A+,Sarnath sacred-archaeological world (ouder-anker),"Het bredere heilige/archeologische landschap waar Boeddha zijn allereerste preek gaf, direct na zijn verlichting in Bodh Gaya.","Gautama Boeddha (Mark-prioriteitspersoon).",YES,"EXACT_TEACHING_SITE; EXACT_EVENT_SITE","Boeddha gaf hier zijn eerste leerrede (Dhammacakkappavattana Sutta) na zijn verlichting, aan zijn vijf voormalige ascetische metgezellen, in het Hertenpark (Isipatana).","Zie de losse kindsites A054-A060 hieronder — deze ouder-A+ mag hen NIET verbergen (expliciete governance-regel).","Een van de vier grote plekken van Boeddha's leven (geboorte/verlichting/eerste preek/overlijden); samen met Bodh Gaya het sterkste boeddhistische anker van de hele reis.","'Confirmed by Mark to remain A+ after an explicit distance/combinability re-review'.","runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/VARANASI_LP_MARK_TIME_DECISIONS_2026-08-27.md item 11; PROTECTED_CANON_BASELINE.csv id 006; runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/SARNATH_VISIT_GUIDANCE_AND_UNESCO_LABEL_2026-08-27.md.","ZEER STERK: canonieke boeddhistische tekst (Dhammacakkappavattana Sutta) + UNESCO World Heritage-inschrijving 2026 ('Ancient Buddhist Site of Sarnath') + doorlopende archeologische bevestiging.","75-90 min voor de archeologische kern, per SARNATH_VISIT_GUIDANCE.","HOOG (governance-erkend): de brede ouder-A+ omschrijving verbergt zes eigen genummerde kind-A's (A054-A060) die elk apart getoond moeten worden, niet samengevouwen tot 'Sarnath' in het algemeen."
A054,VNS-16,A,Chaukhandi Stupa,"Monumentale stupa die de traditionele plek markeert waar Boeddha zijn vijf voormalige ascetische metgezellen ontmoette.","Gautama Boeddha.",YES,EXACT_MEETING_INITIATION_SITE,"Traditionele plek van Boeddha's ontmoeting met de vijf ascetten, vlak voordat hij hen de eerste preek gaf.","De stupa zelf, inclusief de latere Mughal-koepel bovenop (16e eeuw toegevoegd).","Eerste halte op de Boeddha-pelgrimsroute in Sarnath, met een eigen exact-event-verhaal.","Onderdeel van het reeds bestaande Sarnath UNESCO-component 'Chaukhandi Stupa'.","runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/SARNATH_VISIT_GUIDANCE_AND_UNESCO_LABEL_2026-08-27.md; PROTECTED_CANON_BASELINE.csv id 031.","Sterk: canonieke tekst plus UNESCO-component-status.","20-30 min.","LAAG — huidige omschrijving is al redelijk accuraat."
A055,VNS-38,A,Sarnath Archaeological Museum,"Museum (1910 gebouwd) met opgegraven Sarnath-vondsten, waaronder de Ashoka Leeuwenkapiteel (Indiaas nationaal embleem).","Gautama Boeddha (indirect, via de tentoongestelde, ter plekke opgegraven objecten).",NO_DIRECT_PRESENCE,"MODERN_MEMORIAL_ONLY; INDIRECT_CONTEXT","Het museumgebouw zelf is 20e-eeuws; de tentoongestelde objecten (incl. de Leeuwenkapiteel) zijn wel authentieke, ter plekke opgegraven vondsten uit de eerste-preek-zone.","De Ashoka Leeuwenkapiteel-zaal.","Essentieel voor interpretatie/context van wat Mark buiten ziet, maar zelf geen 'levensplek' van Boeddha.","Belangrijk genoeg om de Sarnath-dag rond de openingsuren (gesloten op vrijdag) te plannen.","runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/SARNATH_VISIT_GUIDANCE_AND_UNESCO_LABEL_2026-08-27.md; PROTECTED_CANON_BASELINE.csv id 032.","Sterk voor de authenticiteit van de collectie; het gebouw zelf is nadrukkelijk geen UNESCO-component en geen levensplek.","45-60 min.","LAAG — het onderscheid gebouw (modern) versus collectie (authentiek opgegraven) is nu expliciet gemaakt."
A056,VNS-14,A,Dhamek Stupa,"Grote stupa die de exacte traditionele plek van Boeddha's eerste preek markeert.","Gautama Boeddha.",YES,EXACT_TEACHING_SITE,"Markeert de plek van de eerste preek (Dhammacakkappavattana); de huidige bakstenen stupa (5e/6e eeuw CE, Guptaperiode) vervangt een eerdere, kleinere Ashoka-stupa op dezelfde plek.","De stupa zelf, plus de resten van de Ashoka-zuil ernaast.","Kernmonument van de eerste-preek-plek, direct binnen de A+ Sarnath-wereld.","UNESCO-component 'Archaeological Remains of Sarnath'.","runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/SARNATH_VISIT_GUIDANCE_AND_UNESCO_LABEL_2026-08-27.md; PROTECTED_CANON_BASELINE.csv id 029.","Sterk: canonieke tekst + UNESCO-component + archeologisch bevestigde bouwlagen.","30-45 min.","MATIG: vermeld expliciet dat de huidige structuur 5e/6e-eeuws is (niet de oorspronkelijke Ashoka-bouw) — gelaagde bouwgeschiedenis, geen verborgen persoonskwestie maar wel vaak onbenoemd."
A057,VNS-17,A,Deer Park,"Het parklandschap traditioneel geassocieerd met Boeddha's eerste preek.","Gautama Boeddha.",YES,"EXACT_TEACHING_SITE; EXACT_RESIDENCE (tijdelijk)","De Pali-canon noemt deze plek 'Isipatana' ('waar de zieners neerdaalden'); Boeddha bracht hier zijn eerste regenretraite (vassa) door, direct na de eerste preek.","Het parklandschap rond de stupa's, met de historische naam Isipatana.","Geeft het Sarnath-bezoek landschap en ademruimte voorbij de monumenten; draagt de oorspronkelijke canonieke naam.","Onderdeel van de A+ Sarnath UNESCO-archeologische kern.","runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/SARNATH_VISIT_GUIDANCE_AND_UNESCO_LABEL_2026-08-27.md; PROTECTED_CANON_BASELINE.csv id 033.","Sterk: Pali-canonieke naam en regenretraite-episode zijn breed erkende boeddhistische kernfeiten.","20-30 min.","MATIG: huidige omschrijving is correct maar mist de exacte canonieke naam Isipatana en de regenretraite-episode, die de plek meer precisie geven dan 'park'."
A058,VNS-15,A,Mulagandha Kuti Vihara,"Moderne boeddhistische tempel (1931 gebouwd door de Maha Bodhi Society/Anagarika Dharmapala) met muurschilderingen van Boeddha's leven door de Japanse kunstenaar Kosetsu Nosu.","Gautama Boeddha (indirect, via naamgeving en kunstwerken).",NO_DIRECT_PRESENCE,"MODERN_MEMORIAL_ONLY; LINEAGE_INSTITUTION","Moderne 20e-eeuwse tempel; LET OP: de ECHTE oude Mulagandhakuti-fundamenten (Boeddha's eigen verblijfshut tijdens zijn eerste regenretraite) liggen apart, binnen de archeologische kern (onderdeel van A053/A056-057), NIET in dit gebouw.","De muurschilderingen van Boeddha's leven; voor de daadwerkelijke oude verblijfsplek, zie de archeologische kern (A053).","Levende boeddhistische praktijk/kunstcontext naast de archeologische ruïnes, maar geen levensplek zelf.","Genoemd als apart, individueel item in canon i.p.v. opgeslokt door het brede Sarnath-label.","runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/SARNATH_VISIT_GUIDANCE_AND_UNESCO_LABEL_2026-08-27.md; PROTECTED_CANON_BASELINE.csv id 030.","Sterk voor de bouwgeschiedenis (1931, Anagarika Dharmapala); het onderscheid met de oude Mulagandhakuti-ruïne is expliciet in de SARNATH_VISIT_GUIDANCE vastgelegd.","20-30 min.","HOOG: reëel risico op verwarring tussen deze moderne 1931-vihara en de oude, archeologische Mulagandhakuti-resten (Boeddha's daadwerkelijke verblijfsplek) elders in het complex; expliciet uit elkaar houden."
A059,VNS-23,A,Shreyansanath Jain Tirth,"Jain-pelgrimsplek, traditioneel de kalyanaka (geboorte-/verlichtingsplek) van Shreyansanath, de 11e Tirthankara, in het oude Simhapuri (=Sarnath).","Geen Mark Tier-1-persoon; Jaïnisme staat niet in PRIORITY_GROUPS.md.",TRADITION_CLAIM,TRADITION_CLAIM,"Jain-traditie plaatst hier een kalyanaka van Shreyansanath; dit is een religieus-mythologische claim, geen historische-persoon-episode in de gewone zin.","Het hoofdschrijn van de Tirth.","Levende Jain-pelgrimsplek, geografisch handig gecombineerd met de Sarnath-boeddhistische dag; GEEN Mark-prioriteitspersoon.","Zie EVIDENCE_STRENGTH en het aparte gaps-bestand: dit is een reële, onopgeloste tegenstrijdigheid in de canon.","india5/reports/VARANASI_NOT_TO_BE_MISSED_041_045_REASSESSMENT.md (2026-08-03, expliciete FAIL-uitkomst); runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/CURRENT_OLD_A_PROMOTION_MASTER.md (2026-08-24, 'RESOLVED A'); PROTECTED_CANON_BASELINE.csv id 043 (destijds nog PROVISIONAL_NO_ABC).","ZWAK volgens de eigen 2026-08-03 hertoetsing van het project (uitsluitend reisblogs, geen institutionele/academische bron) — die hertoetsing gaf expliciet FAIL ('waarschijnlijk nooit kandidaat had moeten worden'). Op 2026-08-24 is de status simpelweg herbevestigd als A zonder dat de FAIL-bevindingen zijn weerlegd of nieuw bewijs is aangedragen. GRADE IS NIET GEWIJZIGD door CCI (regel: bewaar alle bevroren grades) — zie A79_PROVENANCE_GAPS_PART2_A041_A079.md voor detail.","20-30 min.","Geen verborgen persoonslink om te herstellen (Jaïnisme was nooit deel van Marks prioriteitspersonen); de echte kwestie is de onopgeloste FAIL-versus-A-tegenstrijdigheid, zie gaps-bestand."
A060,VNS-18,A,Saranganath Temple,"Shiva-tempel gewijd aan 'Saranganath' ('Heer van het Hert') — de naam waaraan het hele gebied Sarnath zijn naam ontleent.","Geen Mark Tier-1-persoon; legendarische wijze Sarang (geen historische figuur in de gewone zin).",TRADITION_CLAIM,"INDIRECT_CONTEXT; TRADITION_CLAIM","Legende: wijze Sarang mediteerde hier in afwachting van een ontmoeting met Shiva/Devi. De naam 'Sarnath' is een verbastering van 'Saranganath'.","Het hoofdschrijn met de twee Shiva-lingams in dezelfde garbhagriha (ongebruikelijk voor Noord-India).","Etymologisch de bron van de naam 'Sarnath' zelf — een betekenisvol feit los van het boeddhistische verhaal, dat de generieke 'nog een tempel'-indruk wegneemt.","Retained als apart A, expliciet onderscheiden van het boeddhistische complex.","runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/SARNATH_VISIT_GUIDANCE_AND_UNESCO_LABEL_2026-08-27.md; PROTECTED_CANON_BASELINE.csv id 034; extern webonderzoek 2026-09-11 ter bevestiging van de naamsoorsprong-legende.","Naamsoorsprong-legende (Saranganath -> Sarnath) is breed en consistent gedocumenteerd via meerdere onafhankelijke bronnen.","20-30 min.","MATIG: huidige 'distinct from the Buddhist archaeological complex' is correct maar mist de naamsoorsprong-uitleg, wat de plek meer betekenis geeft dan 'nog een tempel'."
A061,KOL-01,A+,Dakshineswar Kali Temple,"Sri Ramakrishna's Kali-tempel, inclusief zijn eigen kamer en de Panchavati-boomgroep.","Sri Ramakrishna (Mark-prioriteitspersoon, decennialang woonplek) EN Paramahansa Yogananda (Mark-prioriteitspersoon, herhaalde persoonlijke bezoeken/meditatie).",YES,"EXACT_RESIDENCE; EXACT_TEACHING_SITE; EXACT_MEDITATION_PRACTICE_SITE (beide personen)","Ramakrishna woonde en mediteerde hier van 1855 tot zijn vertrek naar Kolkata in 1885/86; zijn centrale God-realisaties vonden hier plaats, incl. in de Panchavati. Yogananda werd geboren NA Ramakrishna's dood, maar bezocht Dakshineswar zelf herhaaldelijk: volgens zijn eigen Autobiography of a Yogi mediteerde hij urenlang in de portiek, in Ramakrishna's eigen kamer, en onder de banyanboom in de Panchavati (waar Ramakrishna zijn illuminatie ontving); Yogananda had hier zelf een extatische visioen/samadhi-ervaring, o.a. tijdens een bezoek met zijn zus Roma en zwager Satish.","Ramakrishna's eigen kamer; de Panchavati-boomgroep en de banyanboom daarin specifiek.","Dubbele directe persoonslink: niet alleen Ramakrishna's levensplek, maar ook een plek waar Yogananda zelf herhaaldelijk fysiek mediteerde en eigen mystieke ervaringen had — dit is sterker dan 'Yogananda vereert de bredere Ramakrishna-traditie'.","'Major Ramakrishna anchor; central to the Bengal spiritual world' — LOCKED_BY_MARK Kolkata/Dakshineswar-cluster.","decisions/KOLKATA_DAKSHINESWAR_MARK_SITE_DECISIONS_2026-09-07.md; decisions/FINAL_TRIP_WORLDS_LOCK_2026-09-07.md; runs/active/TOP11-RAMANA-RAMAKRISHNA-MULTIDETECTOR-RECONCILIATION-001/RAMAKRISHNA_MULTIDETECTOR_RECONCILIATION.md (record 11-12, drieweg bevestigd); extern webonderzoek 2026-09-11 (hinduwebsite.com Autobiography of a Yogi hoofdstuk 22; thecosmicmother.org) voor Yogananda's eigen bezoeken/meditatie.","ZEER STERK voor Ramakrishna (drieweg multidetector-bevestigd, primaire Ramakrishna-biografische bronnen). STERK voor Yogananda's eigen bezoeken (zijn eigen Autobiography of a Yogi is een eerste-persoons-bron).","90-150 min, contemplatief; huidige blok 07:00-09:30 is passend.","HOOG: de huidige PDF-tekst ('Yogananda reveres the broader Ramakrishna/Vivekananda tradition, but this is not a Yogananda biographical site') is FEITELIJK ONJUIST/ONVOLLEDIG — Yogananda had hier wel degelijk eigen, herhaalde, fysieke meditatie-ervaringen en minstens één gedocumenteerd extatisch visioen. Dit moet gecorrigeerd worden."
A062,KOL-02,A+,Yogoda Satsanga Math Dakshineswar,"YSS/Yogananda-ashram en organisatorisch hoofdkwartier, direct naast de Dakshineswar Kali-tempel.","Paramahansa Yogananda (oprichter van de organisatie).",UNKNOWN,"PERSON_FOUNDED_SITE; LINEAGE_INSTITUTION","Yogoda Satsanga Society werd door Yogananda opgericht in 1917; dit specifieke Math-complex in Dakshineswar werd pas in 1939 als hoofdkwartier gevestigd — NA Yogananda's laatste vertrek uit India in 1936 (hij keerde nooit meer terug, overleed 1952 in de VS). Er is GEEN bron gevonden (repo of extern) die bevestigt dat Yogananda dit specifieke gebouw/compound persoonlijk heeft bezocht of bewoond.","Het hoofdgebouw/de tempelzaal van het huidige Math-complex.","Direct Yogananda/Kriya-instituut op een symbolisch sterke plek naast Ramakrishna's tempel; levende Kriya-praktijkgemeenschap om mee te maken.","'Direct Yogananda/Kriya anchor adjacent to the Ramakrishna world; preferred sleep-base candidate'.","decisions/KOLKATA_DAKSHINESWAR_MARK_SITE_DECISIONS_2026-09-07.md; decisions/DAKSHINESWAR_YSS_LODGING_LINEAGE_COMPATIBILITY_2026-09-07.md; extern webonderzoek 2026-09-11 (yssofindia.org geschiedenis, 'Math established 1939').","MATIG: de organisatorische link (Yogananda als oprichter van YSS) is onbetwist; de claim dat Yogananda dit SPECIFIEKE gebouw persoonlijk bezocht kon niet bevestigd worden — het is opgericht na zijn laatste India-bezoek. Zie gaps-bestand.","60-90 min, plus eventuele deelname aan een levende meditatie/satsanga.","MATIG-HOOG: het huidige label 'Direct Yogananda/Kriya anchor' suggereert een persoonlijke aanwezigheid-link die NIET bevestigd kon worden; dit is een LEVENDE lineage-instelling die zijn naam en missie voortzet, niet aantoonbaar een plek waar hij zelf fysiek was. Zie ook A79_PROVENANCE_GAPS."
A063,KOL-03,A,Belur Math,"Hoofdkwartier van de Ramakrishna Math en Missie, met tempels voor Ramakrishna, Sarada Devi en Vivekananda.","Swami Vivekananda (WEL fysiek gewoond en overleden — dichtstbijzijnde Mark-prioriteitspersoon-link in dit cluster); Sri Ramakrishna (relieken/as, postuum geïnstalleerd); Sarada Devi (incidenteel verblijf in latere jaren, zwakker onderbouwd).","YES (Vivekananda); NO_DIRECT_PRESENCE tijdens leven (Ramakrishna — relieken zijn er wel fysiek aanwezig); PROBABLY (Sarada Devi)","EXACT_RESIDENCE; EXACT_DEATH_SAMADHI_ASHES_SITE (Vivekananda); EXACT_DEATH_SAMADHI_ASHES_SITE (Ramakrishna, relieken postuum geïnstalleerd, GEEN levenslange woonplek)","Vivekananda stichtte Belur Math in 1898/99 en woonde/werkte hier tot zijn dood; hij overleed hier op 4 juli 1902 (mahasamadhi) en werd op het terrein gecremeerd (cremprecebedeplaats gemarkeerd). Ramakrishna zelf heeft hier nooit gewoond (hij stierf in 1886 in Cossipore, vóór de stichting); zijn fysieke relieken/as werden na crematie in Cossipore verzameld en later in een schrijn op Belur Math geïnstalleerd. Sarada Devi verbleef in haar latere jaren af en toe op Belur Math, maar haar hoofdverblijf was Udbodhan House in Bagbazar, Kolkata (buiten deze trip, apart B-gegradeerd).","Vivekananda's cremeplek/mahasamadhi-markering op de rivieroever; de Ramakrishna-relieken-schrijn.","Dit is het enige punt in het hele Kolkata/Dakshineswar-cluster waar een Mark-prioriteitspersoon (via de bredere Ramakrishna-lijn) daadwerkelijk zijn laatste jaren woonde EN stierf — een sterker verhaal dan het huidige 'headquarters'-label suggereert.","'Major concentrated Ramakrishna-lineage anchor' — retained A per Kolkata site decisions 2026-09-07.","decisions/KOLKATA_DAKSHINESWAR_MARK_SITE_DECISIONS_2026-09-07.md; decisions/KOLKATA_DAKSHINESWAR_SPIRITUAL_SLEEPBASE_PREFERENCE_2026-09-07.md; extern webonderzoek 2026-09-11 (belurmath.org officiële geschiedenis; vivekavani.com 'Swami Vivekananda's Death - 4 July 1902').","STERK voor Vivekananda's overlijden/verblijf (officiële Belur Math-bron zelf); MATIG voor Sarada Devi (algemeen bekend maar niet apart Tier-1-geverifieerd in dit taakbudget); Ramakrishna-relieken-installatie bevestigd via het reeds bestaande repo-bestand over Cossipore Udyanbati.","3-4 uur zoals reeds gepland (13:30-17:00); vraag specifiek naar de Vivekananda-cremeplek en de reliekenschrijn.","HOOG: het huidige 'headquarters with temples'-label verhult dat dit letterlijk de plek is waar Vivekananda zijn laatste jaren woonde, stierf en gecremeerd werd — dit verdient een veel explicietere EXACT_DEATH_SAMADHI_ASHES_SITE-presentatie dan 'Ramakrishna Math & Mission headquarters'."
A064,KOL-04,A+,4 Garpar Road,"Het jeugd-/familiehuis van Yogananda in Kolkata, met de beroemde meditatie-zolder.","Paramahansa Yogananda; Mahavatar Babaji (indirect, via familie-Kriya-geschiedenis).",YES,"EXACT_RESIDENCE; EXACT_MEDITATION_PRACTICE_SITE","BELANGRIJKE CORRECTIE: dit is NIET Yogananda's geboortehuis — hij werd geboren op 5 januari 1893 in Gorakhpur (Uttar Pradesh), in een gehuurd huis van de familie aldaar (buiten deze reis). 4 Garpar Road is het Kolkata-gezinshuis waar de familie na Gorakhpur woonde en waar Yogananda opgroeide vanaf zijn jeugd; de zolderkamer op de tweede verdieping was zijn persoonlijke meditatieplek, waar hij volgens zijn eigen Autobiography of a Yogi meerdere extatische ervaringen en visioenen had. Het gezin had ook een directe Kriya/Babaji-lijn (vader Bhagabati Charan Ghosh werd door Lahiri Mahasaya geïnitieerd).","De meditatie-zolderkamer op de tweede verdieping.","Een van de meest persoonlijk-relevante Yogananda-adressen in India, MAAR het is fout om dit als 'geboortehuis' te presenteren; correcte framing (jeugdhuis + meditatiezolder) is zelf al sterk genoeg.","'One of the most personally relevant Yogananda biographical addresses in India'.","decisions/KOLKATA_DAKSHINESWAR_MARK_SITE_DECISIONS_2026-09-07.md; extern webonderzoek 2026-09-11 (yssofindia.org 'Paramahansa Yogananda's Birthplace — Gorakhpur'; blue-monk.wixsite.com/master 'Boyhood Home 4 Garpar Road').","STERK: meerdere onafhankelijke bronnen (YSS officieel + het huisbestuur zelf) bevestigen zowel de Gorakhpur-geboorte als de Garpar Road-jeugdhuis-status; dit is geen tegenstrijdigheid maar een noodzakelijke precisering.","60-90 min, met nadruk op de meditatiezolder.","ZEER HOOG (deze dispatch zelf suggereerde ten onrechte 'EXACT_BIRTH_SITE' als ijkpunt): 4 Garpar Road is het jeugd-/meditatiehuis, NIET de geboorteplek. De echte geboorteplek ligt in Gorakhpur, buiten deze reis. Het huidige ledger-label ('family home') is toevallig al correct, maar de dispatch-aanname moet expliciet gecorrigeerd worden om te voorkomen dat een toekomstige PDF dit verkeerd framet als geboortehuis."
A065,KOL-05,A+,"Yogoda Satsanga Dhyana Kendra, Garpar (37A Raja Dinendra Street)","Levend YSS/Yogananda-meditatiecentrum in de Garpar-wijk, met reguliere publieke groepsmeditaties.","Paramahansa Yogananda (persoonlijk, als tiener/jongvolwassene).",YES,"EXACT_MEDITATION_PRACTICE_SITE; PERSON_FOUNDED_SITE","Dit was de EERSTE plek waar de jonge Mukunda (Yogananda's jeugdnaam) zelf begon te mediteren met vrienden, dicht bij zijn huis; een vriend (Tulsi Narayan Bose) stelde in 1911 een pand beschikbaar. Na zijn sannyas-inwijding door Sri Yukteswar in 1915 nam hij de naam Swami Yogananda aan en werd door zijn goeroe benoemd tot directeur/secretaris van de Satsanga Sabha, die naar deze locatie verhuisde. Yogananda stuurde in 1951 geld uit Amerika om het pand te kopen en een groter gebouw te bouwen (heropend 25 sept. 1957) — hij zag het voltooide gebouw zelf nooit (hij overleed in 1952, na 1936 nooit meer in India geweest).","De meditatiezaal (Dhyana Mandir).","Dit is niet zomaar een instituut met zijn naam erop — het is de plek waar Yogananda ZELF als jongen zijn eerste meditatiegemeenschap organiseerde, een directe persoonlijke oorsprong.","'Living YSS/Yogananda meditation centre with regular public group meditations'.","decisions/KOLKATA_DAKSHINESWAR_MARK_SITE_DECISIONS_2026-09-07.md; extern webonderzoek 2026-09-11 (dakshineswar.yssashram.org/article/view/282 'Garpar Dhyana Kendra' geschiedenis).","STERK voor de vroege persoonlijke oorsprong (officiële YSS-geschiedenispagina); LICHTE ONZEKERHEID over de exacte continuïteit tussen het oorspronkelijke adres ('17/1, P.B. Lane', genoemd in de bron als eerste locatie) en het huidige officiële adres (37A Raja Dinendra Street) — zie gaps-bestand.","45-60 min, plus deelname aan een groepsmeditatie indien het schema past.","MATIG-HOOG: het huidige label ('living meditation centre... opportunity to attend an actual group meditation') mist volledig dat dit de plek is waar Yogananda zelf als tiener zijn eerste meditatiekring stichtte — sterker dan '4 Garpar Road' op het punt van directe persoonlijke oprichting, en dit verdient nadrukkelijke vermelding naast (niet i.p.v.) A064."
A066,TIR-01,A+,Arunachala / Ramana sacred mountain world (ouder-anker),"De heilige berg Arunachala en de heilige stad/wereld eromheen.","Sri Ramana Maharshi (Mark-prioriteitspersoon).",YES,"EXACT_RESIDENCE (bergbrede schaal); EXACT_TEACHING_SITE","Ramana Maharshi leefde ononderbroken op/aan Arunachala van 1896 tot zijn dood in 1950 — 54 jaar; hij beschouwde de berg zelf als zijn goeroe/als Shiva in vaste vorm.","Zie de losse kindsites A068-076 hieronder — deze ouder-A+ mag hen NIET verbergen.","Dit is het parent-anker; de losse, granulaire biografische plekken (grotten, tempel, ashram) geven de werkelijke inhoud.","'Strong personal attraction for Mark; experiential/low-tempo world' — decisions/ARUNACHALA_TIRUVANNAMALAI_A_ANCHOR_2026-08-18.md (LOCKED_BY_MARK).","decisions/ARUNACHALA_TIRUVANNAMALAI_A_ANCHOR_2026-08-18.md; runs/active/TOP11-RAMANA-RAMAKRISHNA-MULTIDETECTOR-RECONCILIATION-001/RAMANA_MAHARSHI_MULTIDETECTOR_RECONCILIATION.md.","ZEER STERK: 54 jaar ononderbroken, drieweg multidetector-gedocumenteerd verblijf.","30-45 min bewuste eerste oriëntatie/stilte, zoals reeds gepland.","MATIG: zoals bij Sarnath (A053) mag de brede ouder-A+ omschrijving de zeven losse kind-A's (A068-076) niet doen verdwijnen in een vaag 'sacred mountain world'-label."
A067,TIR-09,A,The Dreaming Tree,"Café/restaurant in Tiruvannamalai, gebruikt als diner-stop.","Geen.",N/A,MODERN_MEMORIAL_ONLY,"Puur een door Mark gewaardeerd eet-adres; geen historische/spirituele episode.","N.v.t.","Positieve Mark-restaurantvoorkeur; expliciet ZONDER zelfstandig sightseeing- of nachtgewicht (governance-regel).","Mark-restaurantgrade, expliciet los van sightseeing-gewicht.","runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/TIRUVANNAMALAI_FILE_INDEX.md (successor lesson 1); governance/CURRENT_DECISIONS_MASTER.md sec.11.","N.v.t. — dit is een restaurantgrade, geen persoon-provenance-claim.","Etentijd, geen stilte-aanbeveling van toepassing.","Geen — dit item hoort terecht generiek gepresenteerd te worden; governance verbiedt expliciet dat dit als sightseeing-argument wordt gebruikt."
A068,TIR-03,A,Virupaksha Cave,"Grot op Arunachala waar Ramana Maharshi jarenlang woonde.","Sri Ramana Maharshi.",YES,"EXACT_RESIDENCE; EXACT_MEDITATION_PRACTICE_SITE","Ramana woonde hier van ca. 1899 tot 1916 (17 jaar); de grot is vernoemd naar de 13e-eeuwse Tamil-heilige Virupaksha Deva, wiens eigen samadhi zich in de grot bevindt — Ramana leefde en mediteerde dus letterlijk boven de rustplaats van een eerdere heilige.","De grot zelf, inclusief Virupaksha Deva's samadhi binnenin.","Ramana's langste enkele verblijfplek op de heuvel; een directe, fysieke voortzetting van een oudere heilige-lijn.","Kernonderdeel van de Ramana-biografische pelgrimsroute op Arunachala.","runs/active/TOP11-RAMANA-RAMAKRISHNA-MULTIDETECTOR-RECONCILIATION-001/RAMANA_MAHARSHI_MULTIDETECTOR_RECONCILIATION.md (record 17/R046/RM-037, drieweg bevestigd).","ZEER STERK: drieweg onafhankelijk bevestigd.","45-90 min, contemplatief.","LAAG-MATIG: huidige omschrijving is redelijk maar noemt niet dat Ramana hier letterlijk boven een oudere heilige's samadhi leefde."
