surface_type,ref_or_commit,path_or_identifier,blob_sha_or_comment_id,size_if_known,semantic_type,read_status,duplicate_of,relevance,currentness_class,superseded_by,conflict_id,knowledge_output_destination,notes
branch_only_blob,branch tips (18 refs),research/active/VRINDAVAN-INTEGRATION-001/BRONS/report/02_candidates_core.md,08b7ddfc09ad5013054d499dd6fc168478b7040f,5578,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (15 refs),pipeline/QUALITY_GATE.md,8c9d39ed09e8992d785baf15d727a920ccdbb0c0,5562,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (7 refs),research/active/VRINDAVAN-KUMAON-CORRIDOR-001/BRONS/location_assignments.jsonl,8710591ffada0ce7578af3cd39e9d53c3a387d8a,5561,structured_data,READ_SCHEMA_AND_VALUES,,MEDIUM,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,"branch-only jsonl; line counts, key sets and status histograms characterized"
branch_only_blob,branch tips (8 refs),runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/A_PLUS_PROXIMITY_DECISION_MODEL.md,5bad9b7af62887a9addf4a7d5c90f607e9055234,5537,markdown_prose,READ_FULL_AS_DIFF_VS_CENTRAL,,MEDIUM,HISTORICAL_INTERMEDIATE_SUPERSEDED,central blob at same path,,KNOWLEDGE_ATOMS.jsonl,older version of a path also in central; read as unified diff chunks DF_001-DF_018
branch_only_blob,branch tips (17 refs),OPERATING_MODEL.md,331542418633c4227072e7954396c54cea180bae,5420,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (2 refs),pipeline/protocols/EXECUTION_PROTOCOL.md,d2f4982f6753cb11d13aa75bcde58eac10bda441,5413,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (2 refs),research/active/KUMAON-ROUTE-OPTIMIZATION-001/events.jsonl,3490d9bade30c84bdef1cd156457a11a2ed2bd8e,5365,structured_data,READ_SCHEMA_AND_VALUES,,MEDIUM,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,"branch-only jsonl; line counts, key sets and status histograms characterized"
branch_only_blob,branch tips (14 refs),decisions/DECISION-0011-parels-layer-exception-only-local-discovery.md,2ed9c494d92d0d8810bc87b4d20fea698a371666,5317,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),runs/active/TOP11-INDIAGEEL-FOURPERSON-OVERLAP-001/TOP_OVERLAP_CLUSTERS.md,cafd0bc8470d95e3c80b5a656d40b5a8d3e49fdf,5313,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (15 refs),research/active/VRINDAVAN-INTEGRATION-001/presentation/VRINDAVAN_DECISION_PRESENTATION_V4.md,da6b6c2652b3710811c7cfa72e269fec289ed982,5274,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),runs/active/INDIA-UNESCO-ACTIVE-AUDIT-001/TASK.md,4c6eca09f8237ebf2882e01da0589d163b226c37,5247,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (19 refs),pipeline/templates/RUN_TEMPLATE.md,eff860e2cd2cb821f7f493f31504f920d3fcba7b,5228,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),runs/active/INDIATURQUOISE-TRAVEL-PRIORITY-HEATMAP-001/CLUSTER_FAMILIES.md,9fef289c9841ff6e643af6d049a2a167d1ec0ee1,5218,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),research/active/VARANASI-COMPLETE-001/GOUD/manifest.yaml,d0c937e21504b01c6f126e7ccc1fc7c8636be9e5,5199,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),runs/active/TOP11-INDIAGEEL-FOURPERSON-OVERLAP-001/SAME_SITE_CANDIDATES.md,2680a06d7b65588c0de89bf74053a13be6a0a0ff,5183,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (5 refs),pipeline/protocols/SELF_ROUTING_PROTOCOL.md,b6b7f07bd7f6c946ba35776124f8fa6e6ced564c,5160,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),research/active/VARANASI-COMPLETE-001/ZILVER/manifest.yaml,d83b23b1abdfb871cf614ddba6b368567a2a1723,5148,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),runs/active/INDIA9-FULL-BYTE-AUDIT-ACCOUNTING-001/STATUS.md,7e6c89ce913dbbcbbdf7a7e2799822ff522515f7,5133,mechanical_audit_packaging,CLASSIFIED_MECHANICAL_REENCODING,,NONE,MECHANICAL_OR_REDUNDANT_SOURCE_ARTIFACT,,,KNOWLEDGE_ATOMS.jsonl,audit-packaging re-encoding of blobs already covered; verified 0 unaccounted blob refs except 3 handled separately
branch_only_blob,branch tips (17 refs),research/active/VRINDAVAN-INTEGRATION-001/GOUD/claims.jsonl,f06fa6c8e08242ec935be2493a96539fded1e435,5125,structured_data,READ_SCHEMA_AND_VALUES,,MEDIUM,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,"branch-only jsonl; line counts, key sets and status histograms characterized"
branch_only_blob,branch tips (1 refs),runs/active/TOP11-INDIAGEEL-FOURPERSON-OVERLAP-001/FOURPERSON_OVERLAP_MATRIX.md,3b4deaa5b10e81d9084613e9c7b9457275a7b05b,5110,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (2 refs),research/active/KUMAON-COMPLETE-001/ZILVER/manifest.yaml,3b68eb78f12b884434bca0d543c6d12375c6bb72,5060,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (2 refs),research/active/VARANASI-COMPLETE-001/GOUD/proximity.jsonl,173e7f288e81fcf5f624a0eb0778eadf921e3db0,5050,structured_data,READ_SCHEMA_AND_VALUES,,MEDIUM,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,"branch-only jsonl; line counts, key sets and status histograms characterized"
branch_only_blob,branch tips (3 refs),research/active/KUMAON-COMPLETE-001/BRONS/manifest.yaml,32872e83bc5b0444872c4df9fb2879bce4d494a4,5045,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (13 refs),research/active/BRAJ-COMPLETE-001/BRONS/report/02_vrindavan_mathura.md,a968f534fcb48298222d5084c2d34131912c3d53,4974,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),runs/active/INDIA9-ALL-BRANCH-SOURCE-REVIEW-PACK-005/AUDIT_PACKAGING_ACCOUNTING.md,5aedec5fd9531b772c187ab97295862327de05b9,4959,mechanical_audit_packaging,CLASSIFIED_MECHANICAL_REENCODING,,NONE,MECHANICAL_OR_REDUNDANT_SOURCE_ARTIFACT,,,KNOWLEDGE_ATOMS.jsonl,audit-packaging re-encoding of blobs already covered; verified 0 unaccounted blob refs except 3 handled separately
branch_only_blob,branch tips (17 refs),research/active/VRINDAVAN-INTEGRATION-001/context/GOUD_CONTEXT.yaml,077755a05511d887806715261ad917d2826e5f73,4926,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),governance/INDIA_SESSION_START.md,9dd39eaca1d26bb8436d936ea7e2bcb91c2455e7,4921,markdown_prose,READ_FULL_AS_DIFF_VS_CENTRAL,,MEDIUM,HISTORICAL_INTERMEDIATE_SUPERSEDED,central blob at same path,,KNOWLEDGE_ATOMS.jsonl,older version of a path also in central; read as unified diff chunks DF_001-DF_018
branch_only_blob,branch tips (12 refs),research/active/BRAJ-COMPLETE-001/context/GOUD_CONTEXT.yaml,f9332fb0ba46aa96706cbe7d12aca28f164b8e09,4919,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (17 refs),research/active/VRINDAVAN-INTEGRATION-001/context/ZILVER_CONTEXT.yaml,f67954d3d2f86c1d29532b1ddb74528fdc1aea55,4896,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (2 refs),research/active/KUMAON-ROUTE-OPTIMIZATION-001/run.yaml,ab9513b3cfceff207c30e79e8ce59b6a4307b2ed,4869,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),runs/active/CCI-FULL-REPO-KNOWLEDGE-HARVEST-001/SUCCESSOR_EQUIVALENCE_ADDENDUM.md,ae050ffebd79d942a56329b3683297322c0b87c0,4849,mechanical_audit_packaging,CLASSIFIED_MECHANICAL_REENCODING,,NONE,MECHANICAL_OR_REDUNDANT_SOURCE_ARTIFACT,,,KNOWLEDGE_ATOMS.jsonl,audit-packaging re-encoding of blobs already covered; verified 0 unaccounted blob refs except 3 handled separately
branch_only_blob,branch tips (20 refs),CHAT_DISTILLATION.md,55e10b8a663c6056589deb117f302a30ee78f275,4841,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (13 refs),pipeline/protocols/CONTROLLER_TRANSITION_PROTOCOL.md,c49e17a1f775fcbc3f7cb6342d95c63df6d38e51,4840,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),runs/active/INDIA8-HOTEL-EVELYN-RAMDASS-ROOM-CLOSURE-001/HOTEL_EVELYN_PHOTO_MATCH_LEDGER.md,452f3611126327d36a0331079b27d9277021af81,4799,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (4 refs),research/active/KUMAON-COMPLETE-001/run.yaml,cc26ba82a8d4fafee228bb7aac5f56d7378880f9,4781,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/A_PLUS_PROXIMITY_DECISION_MODEL.md,bb2e21541b2b871c568d2be9d33285fdec206376,4772,markdown_prose,READ_FULL_AS_DIFF_VS_CENTRAL,,MEDIUM,HISTORICAL_INTERMEDIATE_SUPERSEDED,central blob at same path,,KNOWLEDGE_ATOMS.jsonl,older version of a path also in central; read as unified diff chunks DF_001-DF_018
branch_only_blob,branch tips (5 refs),pipeline/tests/fixtures/PIPELINE-HANDOFF-SMOKE-001/fixture.json,bf32ae6f3993119491153033f06420a2b85c1e88,4761,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (20 refs),VARANASI_CANDIDATES.md,06718b2699a0e61574fb61d6e32be17abe7ee548,4746,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),runs/active/TOP11-PARALLEL-CHATGPT-SWEEP-001/TASK.md,d4648442c691df7d76019798e1ec18c74027fa1c,4693,markdown_prose,READ_FULL_AS_DIFF_VS_CENTRAL,,MEDIUM,HISTORICAL_INTERMEDIATE_SUPERSEDED,central blob at same path,,KNOWLEDGE_ATOMS.jsonl,older version of a path also in central; read as unified diff chunks DF_001-DF_018
branch_only_blob,branch tips (7 refs),pipeline/roles/GOUD.md,8194a94c5842c417c818e817a1ae5992f74fdeb8,4615,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),governance/PRECEDENCE_MAP.jsonl,3b73999389ecf4206444712e69ee7f70133cbaf8,4594,structured_data,READ_SCHEMA_AND_VALUES,,MEDIUM,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,"branch-only jsonl; line counts, key sets and status histograms characterized"
branch_only_blob,branch tips (17 refs),research/active/VRINDAVAN-INTEGRATION-001/GOUD/report/01_final_candidates.md,089ec0fef1b20dac0e3fd44ec9097434fe6d95c9,4580,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (4 refs),research/active/KUMAON-COMPLETE-001/known_locations_snapshot.yaml,fbd4a4705349966751308846795a500ea508d019,4578,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),README.md,5ad5c934dc03ef78abb634873c5ce2a8e2e72390,4572,markdown_prose,READ_FULL_AS_DIFF_VS_CENTRAL,,MEDIUM,HISTORICAL_INTERMEDIATE_SUPERSEDED,central blob at same path,,KNOWLEDGE_ATOMS.jsonl,older version of a path also in central; read as unified diff chunks DF_001-DF_018
branch_only_blob,branch tips (20 refs),KOLKATA_SERAMPORE_CANDIDATES.md,6b915c638119eb2fcb7560835fae2b5696d56b65,4546,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),knowledge/places/registry.jsonl,f0c8450d85a518dd5d86799a32bd2a2f5c1ea585,4522,structured_data,READ_SCHEMA_AND_VALUES,,MEDIUM,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,"branch-only jsonl; line counts, key sets and status histograms characterized"
branch_only_blob,branch tips (15 refs),pipeline/protocols/EVIDENCE_PROTOCOL.md,5d853e6dae868495782363d0864f641fa2747186,4473,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (2 refs),research/active/VARANASI-COMPLETE-001/run.yaml,b0e000c62188a102144eb68888bcd2864901686a,4471,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (13 refs),knowledge/places/registry.jsonl,3aa17754af90f45dd5a122a14b2fb98f1f87a485,4433,structured_data,READ_SCHEMA_AND_VALUES,,MEDIUM,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,"branch-only jsonl; line counts, key sets and status histograms characterized"
branch_only_blob,branch tips (3 refs),OPERATING_MODEL.md,07364f5721d0a4db4fe2bbcdb0118478fda02bfe,4427,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (4 refs),research/active/KUMAON-COMPLETE-001/GOUD/location_assignments.jsonl,5f015b21775e904ed9dcf9ed4fd958b275430227,4418,structured_data,READ_SCHEMA_AND_VALUES,,MEDIUM,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,"branch-only jsonl; line counts, key sets and status histograms characterized"
branch_only_blob,branch tips (15 refs),pipeline/regression/VRINDAVAN_METHOD_V3_EXAMPLES.md,e2f035da4491974764961a18b790d8a2739e042b,4411,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (30 refs),runs/active/INDIA8-MARK-CLUSTER-DECISIONS-2026-08-20/PROVISIONAL_ROUTE_CALC_BASES_2026-08-23.md,c53a4a169dcec3ea98517a2eecdc5b537ebe9956,4397,markdown_prose,READ_FULL_AS_DIFF_VS_CENTRAL,,MEDIUM,HISTORICAL_INTERMEDIATE_SUPERSEDED,central blob at same path,,KNOWLEDGE_ATOMS.jsonl,older version of a path also in central; read as unified diff chunks DF_001-DF_018
branch_only_blob,branch tips (15 refs),research/active/VRINDAVAN-SUPPLEMENT-001/BRONS/claims.jsonl,3217d1c1ebba7a8e1e3724a327fc94d8e82f5943,4393,structured_data,READ_SCHEMA_AND_VALUES,,MEDIUM,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,"branch-only jsonl; line counts, key sets and status histograms characterized"
branch_only_blob,branch tips (8 refs),research/active/VRINDAVAN-KUMAON-CORRIDOR-001/location_id_plan.yaml,b83b6c9e1db993ab4c8e6cc6822950311e007dc6,4386,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (8 refs),decisions/DECISION-0014-corridor-strict-a-working-geo-and-kml.md,f551c60302252c42d249ce142d2dc58d5cc1c0fb,4365,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (15 refs),pipeline/roles/SUBREGIE_INDIA.md,a1fe54ff07e1f55c9232a01a47a2aafdfb5b37ff,4365,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (15 refs),decisions/DECISION-0007-photos-and-strict-abc-semantics.md,669f0acddc28d2e7f4e8d4762c13cb1b71a986a9,4342,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (13 refs),governance/INDIA_SUCCESSOR_BOOT_PROTOCOL.md,fa72324dc41dc8a93113d2caec94608264f54c76,4336,markdown_prose,READ_FULL_AS_DIFF_VS_CENTRAL,,MEDIUM,HISTORICAL_INTERMEDIATE_SUPERSEDED,central blob at same path,,KNOWLEDGE_ATOMS.jsonl,older version of a path also in central; read as unified diff chunks DF_001-DF_018
branch_only_blob,branch tips (5 refs),pipeline/protocols/ROLE_HANDOFF_PROTOCOL.md,f4663ed3049f5d5586fcf6fc98d8c64a292b1998,4283,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),governance/CCI_COLLABORATION_PROTOCOL.md,aa9df5518ef0dc4d88c228ab2720e5a1468d36b0,4281,markdown_prose,READ_FULL_AS_DIFF_VS_CENTRAL,,MEDIUM,HISTORICAL_INTERMEDIATE_SUPERSEDED,central blob at same path,,KNOWLEDGE_ATOMS.jsonl,older version of a path also in central; read as unified diff chunks DF_001-DF_018
branch_only_blob,branch tips (15 refs),research/active/VRINDAVAN-SUPPLEMENT-001/context/GOUD_CONTEXT.yaml,0569f55f4c31e2747d4e4e0eae6c0ac1b71e1710,4249,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (2 refs),pipeline/roles/SUBREGIE_INDIA.md,15b24f277c50322cf2de861d30c63d5d9bfcd429,4248,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (3 refs),research/active/KUMAON-COMPLETE-001/BRONS/handoff.yaml,1dd7273abe149dbc0ed8d21aada9ae4ad3c75efb,4246,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (5 refs),pipeline/templates/RUN_TEMPLATE_V3.md,b4565b29a0b7eb87164b700046c767f949dd2672,4209,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (11 refs),research/active/BRAJ-COMPLETE-001/GOUD/geo_connections.jsonl,73a74db57146f9956fdee8b17d19012c48598824,4182,structured_data,READ_SCHEMA_AND_VALUES,,MEDIUM,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,"branch-only jsonl; line counts, key sets and status histograms characterized"
branch_only_blob,branch tips (1 refs),research/active/KUMAON-COMPLETE-001/events.jsonl,26f9846fe772f5ab6a870edb31c862fe5ad5e8e4,4178,structured_data,READ_SCHEMA_AND_VALUES,,MEDIUM,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,"branch-only jsonl; line counts, key sets and status histograms characterized"
branch_only_blob,branch tips (1 refs),pipeline/proposals/CLAUDE_REVIEW_REQUEST_ONE_SHOT_BZG.md,7d091887b484153e52de5c9d9dd35b58be812d1c,4175,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),runs/active/TOP11-INDIA-PERSON-CENTRIC-MEGASWEEP-001/STATUS.md,a69b956963fd4ad1f38443d4396f4f10e7853d1d,4159,markdown_prose,READ_FULL_AS_DIFF_VS_CENTRAL,,MEDIUM,HISTORICAL_INTERMEDIATE_SUPERSEDED,central blob at same path,,KNOWLEDGE_ATOMS.jsonl,older version of a path also in central; read as unified diff chunks DF_001-DF_018
branch_only_blob,branch tips (4 refs),research/active/KUMAON-COMPLETE-001/GOUD/detector_checks.jsonl,ca7dc8d856e6db8963c7556a20a8a96b5b17417a,4159,structured_data,READ_SCHEMA_AND_VALUES,,MEDIUM,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,"branch-only jsonl; line counts, key sets and status histograms characterized"
branch_only_blob,branch tips (2 refs),research/active/KUMAON-COMPLETE-001/GOUD/decision_inputs.md,f3c7cb410b06250ddd4b1dfe5de6ea190835ae88,4155,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (1 refs),pipeline/protocols/EXECUTION_PROTOCOL.md,8ee64c297d6f4c19d9d3e9b48c4227c2e4abe7e8,4141,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (3 refs),research/active/VRINDAVAN-KUMAON-CORRIDOR-001/events.jsonl,62bc92f153c983838356f63fc0ef752bd3c3520d,4135,structured_data,READ_SCHEMA_AND_VALUES,,MEDIUM,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,"branch-only jsonl; line counts, key sets and status histograms characterized"
branch_only_blob,branch tips (15 refs),research/active/VRINDAVAN-SUPPLEMENT-001/context/ZILVER_CONTEXT.yaml,7ef4ad484cfabd20bcc0b2b6fea5c5f4ae56f443,4102,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (5 refs),pipeline/roles/ZILVER.md,a71a39c3693388f2feb93a32d27969e7dfe0b54a,4095,markdown_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,branch-only unique path; read in chunks BO_001-BO_016 / U_001-U_093
branch_only_blob,branch tips (13 refs),research/active/BRAJ-COMPLETE-001/BRONS/proximity.jsonl,3c51b1dc9bdb650d6ee9669fb86abd97fc444586,4083,structured_data,READ_SCHEMA_AND_VALUES,,MEDIUM,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,"branch-only jsonl; line counts, key sets and status histograms characterized"
branch_only_blob,branch tips (3 refs),research/active/KUMAON-COMPLETE-001/BRONS/detector_checks.jsonl,7710f9c7017f86ff64101eec671a3c64b5fa7e2c,4021,structured_data,READ_SCHEMA_AND_VALUES,,MEDIUM,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,"branch-only jsonl; line counts, key sets and status histograms characterized"
